PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;79;4;1;2020;9;1;7;V;7;V;7;V;8;V;9;V;8;V;9;V;10;V;10;V;11;V;10;V;9;V;8;V;7;V;6;V;6;V;6;V;5;V;5;V;5;V;5;V;6;V;6;V;7;V
28;79;4;1;2020;9;2;7;V;7;V;7;V;7;V;7;V;7;V;7;V;8;V;8;V;8;V;7;V;7;V;6;V;6;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;6;V;6;V;7;V
28;79;4;1;2020;9;3;7;V;6;V;6;V;7;V;7;V;7;V;7;V;8;V;11;V;10;V;9;V;7;V;7;V;6;V;5;V;4;V;4;V;4;V;5;V;4;V;4;V;6;V;6;V;7;V
28;79;4;1;2020;9;4;7;V;7;V;7;V;7;V;7;V;7;V;7;V;8;V;16;N;8;V;7;V;6;V;6;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;6;V;7;V
28;79;4;1;2020;9;5;8;V;7;V;7;V;7;V;7;V;7;V;8;V;8;V;8;V;8;V;7;V;6;V;6;V;4;V;4;V;5;V;5;V;4;V;4;V;4;V;4;V;5;V;6;V;7;V
28;79;4;1;2020;9;6;7;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;6;V;6;V;4;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;5;V;6;V;6;V
28;79;4;1;2020;9;7;10;V;7;V;7;V;7;V;7;V;7;V;7;V;8;V;9;V;9;V;8;V;7;V;7;V;6;V;5;V;5;V;5;V;4;V;4;V;4;V;5;V;6;V;6;V;6;V
28;79;4;1;2020;9;8;6;V;7;V;7;V;8;V;7;V;8;V;8;V;8;V;8;V;8;V;8;V;7;V;6;V;6;V;5;V;5;V;5;V;4;V;5;V;4;V;5;V;6;V;6;V;7;V
28;79;4;1;2020;9;9;7;V;7;V;7;V;8;V;8;V;8;V;8;V;9;V;10;V;12;V;8;V;7;V;7;V;6;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;6;V;6;V;7;V
28;79;4;1;2020;9;10;7;V;7;V;6;V;7;V;6;V;7;V;7;V;7;V;8;V;7;V;7;V;7;V;5;N;5;V;5;V;4;V;4;V;4;V;5;V;4;V;4;V;5;V;6;V;6;V
28;79;4;1;2020;9;11;6;V;6;V;6;V;6;V;6;V;6;V;7;V;7;V;8;V;7;V;7;V;6;V;6;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;6;V;7;V
28;79;4;1;2020;9;12;6;V;6;V;6;V;6;V;6;V;6;V;6;V;7;V;7;V;7;V;6;V;6;V;6;V;4;V;4;V;4;V;5;V;4;V;4;V;4;V;4;V;6;V;7;V;7;V
28;79;4;1;2020;9;13;7;V;7;V;7;V;6;V;6;V;6;V;7;V;7;V;6;V;7;V;6;V;6;V;6;V;5;V;4;V;4;V;5;V;4;V;4;V;4;V;4;V;5;V;6;V;6;V
28;79;4;1;2020;9;14;6;V;6;V;6;V;6;V;6;V;7;V;7;V;7;V;7;V;7;V;7;V;6;V;6;V;6;V;4;V;4;V;5;V;5;V;4;V;5;V;5;V;6;V;6;V;7;V
28;79;4;1;2020;9;15;7;V;7;V;7;V;8;V;7;V;8;V;8;V;9;V;8;V;8;V;8;V;7;V;7;V;6;V;4;V;4;V;5;V;5;V;4;V;5;V;6;V;7;V;7;V;8;V
28;79;4;1;2020;9;16;8;V;8;V;8;V;8;V;8;V;8;V;8;V;8;V;11;V;10;V;8;V;8;V;7;V;12;V;19;N;20;N;7;V;6;V;5;V;5;V;5;V;7;V;7;V;7;V
28;79;4;1;2020;9;17;8;V;13;V;10;V;8;V;8;V;8;V;8;V;9;V;10;V;9;V;8;V;8;V;8;V;7;V;6;V;6;V;7;V;6;V;6;V;6;V;7;V;10;V;14;V;14;V
