PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;79;4;1;2020;10;1;8;V;8;V;8;V;8;V;8;V;8;V;10;V;11;V;10;V;11;V;9;V;8;V;8;V;6;V;6;V;6;V;7;V;6;V;6;V;6;V;7;V;7;V;8;V;8;V
28;79;4;1;2020;10;2;8;V;8;V;8;V;8;V;8;V;8;V;9;V;11;V;10;V;10;V;10;V;9;V;10;V;10;V;10;V;11;V;9;V;9;V;8;V;9;V;10;V;10;V;10;V;10;V
28;79;4;1;2020;10;3;10;V;10;V;10;V;10;V;10;V;11;V;10;V;10;V;9;V;10;V;9;V;10;V;9;V;8;V;7;V;7;V;7;V;7;V;7;V;8;V;9;V;9;V;10;V;10;V
28;79;4;1;2020;10;4;10;V;10;V;10;V;11;V;11;V;11;V;11;V;10;V;11;V;11;V;11;V;10;V;9;V;9;V;7;V;8;V;8;V;7;V;7;V;7;V;8;V;9;V;9;V;9;V
28;79;4;1;2020;10;5;9;V;10;V;10;V;11;V;10;V;10;V;10;V;11;V;12;V;12;V;10;V;11;V;9;N;7;V;6;V;6;V;6;V;6;V;6;V;6;V;7;V;8;V;8;V;8;V
28;79;4;1;2020;10;6;8;V;8;V;8;V;8;V;8;V;8;V;10;V;11;V;13;V;16;V;15;V;12;V;9;V;7;V;6;V;6;V;6;V;7;V;5;V;5;V;7;V;8;V;8;V;8;V
28;79;4;1;2020;10;7;8;V;8;V;8;V;8;V;8;V;8;V;8;V;11;V;14;V;15;V;13;V;9;V;7;V;6;V;5;V;5;V;6;V;5;V;5;V;5;V;8;V;8;V;10;V;9;V
28;79;4;1;2020;10;8;8;V;8;V;8;V;9;V;8;V;8;V;9;V;12;V;12;V;14;V;13;V;9;V;8;V;6;V;6;V;10;V;8;V;7;V;10;V;6;V;9;V;14;V;12;V;9;V
28;79;4;1;2020;10;9;9;V;9;V;8;V;8;V;8;V;8;V;9;V;11;V;12;V;13;V;12;V;11;V;10;V;7;V;5;V;6;V;7;V;5;V;5;V;6;V;7;V;7;V;8;V;9;V
28;79;4;1;2020;10;10;8;V;8;V;8;V;8;V;9;V;8;V;8;V;8;V;10;V;11;V;9;V;8;V;7;V;7;V;5;V;5;V;6;V;5;V;5;V;6;V;6;V;7;V;8;V;8;V
28;79;4;1;2020;10;11;8;V;8;V;9;V;9;V;9;V;9;V;9;V;10;V;10;V;9;V;10;V;9;V;8;V;6;V;5;V;5;V;6;V;6;V;6;V;6;V;8;V;9;V;9;V;9;V
28;79;4;1;2020;10;12;9;V;9;V;9;V;9;V;10;V;9;V;10;V;10;V;11;V;6;N;8;V;9;N;0;N;3;N;6;V;6;N;0;N;5;N;6;V;6;V;7;V;8;V;9;V;10;V
28;79;4;1;2020;10;13;9;V;10;V;10;V;10;V;11;V;10;V;11;V;15;V;22;V;18;V;42;N;81;N;5;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;3;V;3;V;3;V;4;V
28;79;4;1;2020;10;14;4;V;3;V;4;V;4;V;5;V;5;V;5;V;5;V;6;V;7;V;5;V;4;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;3;V
28;79;4;1;2020;10;15;3;V;4;V;4;V;5;V;4;V;4;V;3;V;4;V;7;V;9;V;7;V;4;V;4;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;3;V;4;V;4;V
28;79;4;1;2020;10;16;4;V;3;V;4;V;4;V;4;V;4;V;3;V;4;V;3;V;4;V;3;V;3;V;3;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;3;V;3;V;5;V;6;V
